review_text,clean_text_v2,sentiment,cluster12,cluster_label
"This is the best calenders and task combination, I've found so far. I very much like the feature that allows multiple reminders. Syncing with Google calendar is still in development. Even though both allow tasks, subtasks and reminders, the syncing is not yet perfected. It would be great to see this done.",this is the best calenders and task combination i ve found so far i very much like the feature that allows multiple reminders syncing with google calendar is still in development even though both allow tasks subtasks and reminders the syncing is not yet perfected it would be great to see this done,Positive,10,Calendar integration
"free version is all you need, paid version is overpriced and a waste of google credits",free version is all you need paid version is overpriced and a waste of google credits,Negative,1,Premium / paywall friction
Love this app! I have always thought of time on a clock face and this just makes so much more sense to me than the list of things you get in Google calendar and other organisational apps. My only suggestion for improvement would be more colour customisation of the segment (events) and the option to link a segment to a checklist. I have found a way to do this but it means I need to use a URL link to redirect it to said list and that takes an extra click and is a bit fiddly to set up.,love this app i have always thought of time on a clock face and this just makes so much more sense to me than the list of things you get in google calendar and other organisational apps my only suggestion for improvement would be more colour customisation of the segment events and the option to link a segment to a checklist i have found a way to do this but it means i need to use a url link to redirect it to said list and that takes an extra click and is a bit fiddly to set up,Positive,10,Calendar integration
"Amazing, I started using this recently and I regret that I didn't use it any earlier",amazing i started using this recently and i regret that i didn t use it any earlier,Positive,3,Ease of use
"App works good. But with the latest update, 25 seconds of ad.. for adding an appointment. Not recommended after the update.",app works good but with the latest update seconds of ad for adding an appointment not recommended after the update,Negative,6,Ads friction
Please make widget more cool.,please make widget more cool,Neutral,11,Widget issues
GOOD....NEED IMPROV.,good need improv,Neutral,3,Ease of use
"Too complicated. I spent a half hour looking at the guide, trying to figure it out. Created new characteristics and tasks, but on the home page, there's no drop-down to choose a task. When I saw I'd have to create one every time, I decided to uninstall. Suggestion: create tutorial. No one has time for the long guide. If we did, we wouldn't need a productivity app.",too complicated i spent a half hour looking at the guide trying to figure it out created new characteristics and tasks but on the home page there s no drop down to choose a task when i saw i d have to create one every time i decided to uninstall suggestion create tutorial no one has time for the long guide if we did we wouldn t need a productivity app,Negative,0,Task management
The widget stops working way to much.,the widget stops working way to much,Negative,11,Widget issues
it is to use. Keeps me from forgetting my tasks,it is to use keeps me from forgetting my tasks,Positive,5,Habit tracking
"Annoying, slow, clunky, unresponsive, repetitive",annoying slow clunky unresponsive repetitive,Negative,0,Task management
The Concept is quite elligant yet also hard and confusing to understand. It would be eaier if there was a calendar setting and/or addition to help the user plan along with a timeline.,the concept is quite elligant yet also hard and confusing to understand it would be eaier if there was a calendar setting and or addition to help the user plan along with a timeline,Neutral,10,Calendar integration
not what I wanted. wanted a timeline.,not what i wanted wanted a timeline,Negative,10,Calendar integration
"A today button would be helpful in the week view widget, so that you don't have to scroll back. And also the possibility to add more accounts. Are these features available in the pro version? Maybe the possibility to try it  for a short period of time...",a today button would be helpful in the week view widget so that you don t have to scroll back and also the possibility to add more accounts are these features available in the pro version maybe the possibility to try it for a short period of time,Positive,10,Calendar integration
It is an awesome app. The perfect app for well structures productivity.,it is an awesome app the perfect app for well structures productivity,Positive,2,General positive
Only 5 free without telling users upfront that you will have to PAY for more. Always about the money. Sorry I wasted time on setting this up.,only free without telling users upfront that you will have to pay for more always about the money sorry i wasted time on setting this up,Negative,1,Premium / paywall friction
"Nice App Very Good ic k Zariye se Hm apna Roz mara ka Kam time pe Kr skty hein, apni adaat pr qabu pa skty hain or Kam ko Yad se kr skty hain kisi ka Shikwa gilla b nai rehta... Bohat smjhdari se banaya gaya hai ye App Nice Application...",nice app very good ic k zariye se hm apna roz mara ka kam time pe kr skty hein apni adaat pr qabu pa skty hain or kam ko yad se kr skty hain kisi ka shikwa gilla b nai rehta bohat smjhdari se banaya gaya hai ye app nice application,Positive,2,General positive
I like it,i like it,Positive,3,Ease of use
"Tried several other to do lists but liked this one better. Helps me to make myself reminders, just have to remember to make the lists. It's hard getting old.",tried several other to do lists but liked this one better helps me to make myself reminders just have to remember to make the lists it s hard getting old,Positive,0,Task management
"I find it utterly useless. Tried to figure out how to use it and it seemed like a maze, so incongruent and all over the place. I eventually deleted and discarded it.",i find it utterly useless tried to figure out how to use it and it seemed like a maze so incongruent and all over the place i eventually deleted and discarded it,Negative,3,Ease of use
"Former version of the app: I tried several task manager services before settling on this one. Lots of good features without unnecessary frills. **** Update **** as of April, 2020... SO disappointed :( Unfortunately Todoist didn't know how to leave something alone that wasn't broken - and added unnecessary frills. The functionality has become too layered and cumbersome. What used to be done in any easy couple of taps now takes many steps. My time is too valuable to jump through the hoops they have created to add and reschedule tasks. After years of paying for the Premium and being one of their top users, I am in the market for a replacement. There has to be something that is more efficient out there.",former version of the app i tried several task manager services before settling on this one lots of good features without unnecessary frills update as of april so disappointed unfortunately todoist didn t know how to leave something alone that wasn t broken and added unnecessary frills the functionality has become too layered and cumbersome what used to be done in any easy couple of taps now takes many steps my time is too valuable to jump through the hoops they have created to add and reschedule tasks after years of paying for the premium and being one of their top users i am in the market for a replacement there has to be something that is more efficient out there,Neutral,8,General task/app praise
I haven't had a chance to use all the options available yet. So far I am satisfied with it.,i haven t had a chance to use all the options available yet so far i am satisfied with it,Positive,3,Ease of use
"Good design, but it's not exactly free if you have to pay for basic features, like reoccurring events.",good design but it s not exactly free if you have to pay for basic features like reoccurring events,Neutral,1,Premium / paywall friction
"the app is good and I've switched to it from TickTick but then i switched to Microsoft Todo because of the design mainly but that's not the only thing. don't get me wrong it works but there are way to many features that are premium at least make the reminders a free feature because that is just absurd. maybe fix the design, add an all black theme and make the reminders a free feature but all in all it's great",the app is good and i ve switched to it from ticktick but then i switched to microsoft todo because of the design mainly but that s not the only thing don t get me wrong it works but there are way to many features that are premium at least make the reminders a free feature because that is just absurd maybe fix the design add an all black theme and make the reminders a free feature but all in all it s great,Neutral,4,Reminders & notifications
"Wunderlist migration/ Don't like Microsoft To Do. I really miss Wunderlist. I miss when I would save a link to Wunderlist and it would let me select the list I needed, not so in To-do. I'm trying to figure out how to leave To-Do for Trello or Todist. This is a bummer. Might just leave my stuff in To-Do and start all over again.",wunderlist migration don t like microsoft to do i really miss wunderlist i miss when i would save a link to wunderlist and it would let me select the list i needed not so in to do i m trying to figure out how to leave to do for trello or todist this is a bummer might just leave my stuff in to do and start all over again,Negative,0,Task management
"This app used to be very useful to help me stay focused on studying, but now that I'm graduated and busier, I don't always have control over how long I'll be able to do a task for. Sometimes things come up and I can't stop my timer without ruining my tree. It would be nice if I could set a stopwatch sometimes instead of a timer when I want to focus for as long as I can and cannot guarantee how long that will be.",this app used to be very useful to help me stay focused on studying but now that i m graduated and busier i don t always have control over how long i ll be able to do a task for sometimes things come up and i can t stop my timer without ruining my tree it would be nice if i could set a stopwatch sometimes instead of a timer when i want to focus for as long as i can and cannot guarantee how long that will be,Neutral,5,Habit tracking
Best habit app to date! Has every feature were other apps only have limited features. The only habit app you'll ever need.,best habit app to date has every feature were other apps only have limited features the only habit app you ll ever need,Positive,8,General task/app praise
"I like this app but I dont understand why I cant set up tasks that repeat unless they're habits. Or edit the categories. A habit is something you want to always do, I want to plan reoccurring tasks that are temporary.",i like this app but i dont understand why i cant set up tasks that repeat unless they re habits or edit the categories a habit is something you want to always do i want to plan reoccurring tasks that are temporary,Positive,0,Task management
not exactly useful. was hoping it would be easier to see or more customizable.,not exactly useful was hoping it would be easier to see or more customizable,Negative,3,Ease of use
"A great app for tracking goals and habits. It is also the most fun since you achieve virtual goals ""XP and Gold"" to level up your character! Will give 5/5 if it had a Dark Theme!",a great app for tracking goals and habits it is also the most fun since you achieve virtual goals xp and gold to level up your character will give if it had a dark theme,Positive,8,General task/app praise
The fact there are no predefined tasks makes it super hard to use. Or rather this will work if user can just define the task (quest) easily. Or maybe we can import (by purchasing) some set of quests. For me it is still quite confusing and hard to manage with all the options offered. would be use it furthere more if not too complicated,the fact there are no predefined tasks makes it super hard to use or rather this will work if user can just define the task quest easily or maybe we can import by purchasing some set of quests for me it is still quite confusing and hard to manage with all the options offered would be use it furthere more if not too complicated,Neutral,0,Task management
"I love this app. It keeps me on track and I have fun while doing it. Whatever aspect of you daily life you want to improve, you can set tasks and goals to help you achieve it.! 💯🙋🌄",i love this app it keeps me on track and i have fun while doing it whatever aspect of you daily life you want to improve you can set tasks and goals to help you achieve it,Positive,8,General task/app praise
"I give one star because I don't like this app because it like a mobile timer , in my mobile already timer",i give one star because i don t like this app because it like a mobile timer in my mobile already timer,Negative,7,App stability & updates
I liked it but once I got it I saw a had no need for it and I felt like I don't need it as much as others.,i liked it but once i got it i saw a had no need for it and i felt like i don t need it as much as others,Positive,3,Ease of use
It just don't work the way I thought it would. Not what I expected.,it just don t work the way i thought it would not what i expected,Negative,3,Ease of use
Can't use without a MS account. Improved sync. Widget doesn't allow you to chose which list you'd like to see without going into the app.,can t use without a ms account improved sync widget doesn t allow you to chose which list you d like to see without going into the app,Negative,11,Widget issues
Superb App! Once you try this one you won't be looking for another. Not just for business! Works for personal use as well.,superb app once you try this one you won t be looking for another not just for business works for personal use as well,Positive,2,General positive
unable to register via manual and via fb,unable to register via manual and via fb,Negative,9,Sync & login issues
New update has performance bug very slow in scrolling down and typing Update: after last update now i cannot type or write anything in task description after markdown features 👎,new update has performance bug very slow in scrolling down and typing update after last update now i cannot type or write anything in task description after markdown features,Negative,0,Task management
"This app is awesome. I have a sugestion, in the app can't see the projects order by folder, will be good can see by folder",this app is awesome i have a sugestion in the app can t see the projects order by folder will be good can see by folder,Positive,7,App stability & updates
"Great app, would recommend to anybody who wants a decent routine app.",great app would recommend to anybody who wants a decent routine app,Positive,8,General task/app praise
Bad vvvvvv bad,bad vvvvvv bad,Negative,3,Ease of use
Going for free and better Microsoft To-do,going for free and better microsoft to do,Neutral,1,Premium / paywall friction
"Awful support, unable to move re-occuring tasks before completing previous one, look up the definition of planning again.",awful support unable to move re occuring tasks before completing previous one look up the definition of planning again,Negative,0,Task management
"I can not restore purchased, I already follow the instruction.. And then send email but get no response..",i can not restore purchased i already follow the instruction and then send email but get no response,Negative,9,Sync & login issues
this is actually a really good app. I just have a couple of suggestions that make things a little more helpful 1. to be able to rearrange the habits or tasks by the time we have it set so it will look like more of a daily schedule instead of just a list 2. a button that goes with when you want to do your habit or task have it be more specific just in case we want to break our task or habit up and do half earlier in the day and the other half like drinking water or studying.,this is actually a really good app i just have a couple of suggestions that make things a little more helpful to be able to rearrange the habits or tasks by the time we have it set so it will look like more of a daily schedule instead of just a list a button that goes with when you want to do your habit or task have it be more specific just in case we want to break our task or habit up and do half earlier in the day and the other half like drinking water or studying,Positive,5,Habit tracking
"pretty app and probably useful too, I just don't like having to create calendar entries. I thought tasks would be managed within the app",pretty app and probably useful too i just don t like having to create calendar entries i thought tasks would be managed within the app,Neutral,8,General task/app praise
"I could not set the time to cover more than an hour difference between start and finish. And if I change the finish time, it would reset the start time to what I changed the finish time to.",i could not set the time to cover more than an hour difference between start and finish and if i change the finish time it would reset the start time to what i changed the finish time to,Negative,9,Sync & login issues
"I had to uninstall the app since it didn't open and kept stopping, when I reinstalled it all my progress and data was lost .",i had to uninstall the app since it didn t open and kept stopping when i reinstalled it all my progress and data was lost,Negative,9,Sync & login issues
It stop working and I try to reinstall it but same problem,it stop working and i try to reinstall it but same problem,Negative,9,Sync & login issues
"This app has issues with keeping my events and tasks saved.  Also, the widget does not update on a daily basis.  If it worked like it should, then this app would be amazing because the overall appearance of it is quite good.  Unfortunately, there isn't much use in having a planner that doesn't save your information properly.",this app has issues with keeping my events and tasks saved also the widget does not update on a daily basis if it worked like it should then this app would be amazing because the overall appearance of it is quite good unfortunately there isn t much use in having a planner that doesn t save your information properly,Negative,8,General task/app praise
life changing app,life changing app,Positive,8,General task/app praise
"Very good planning organizer, but there's still few bugs here and there. In the grocery list, why i can't open the completed lists? It's always close again after 1 second. Please fix.",very good planning organizer but there s still few bugs here and there in the grocery list why i can t open the completed lists it s always close again after second please fix,Positive,0,Task management
"I love the app! However, I absolutely hate that I can't change one reoccurring task time and duration without changing the repeats after it. Please fix this!!!!! This app would be way better if it had this function like Google calendar does!.",i love the app however i absolutely hate that i can t change one reoccurring task time and duration without changing the repeats after it please fix this this app would be way better if it had this function like google calendar does,Neutral,10,Calendar integration
Been using this app for for years now and I really love it and help me organize stuff/schedules.,been using this app for for years now and i really love it and help me organize stuff schedules,Positive,8,General task/app praise
The reminder for recuurring tasks is not working.,the reminder for recuurring tasks is not working,Negative,4,Reminders & notifications
I like this app but it's some function like reminding and posting are giggling. I can understand that it's a developing app needs improvement. Keep it up.,i like this app but it s some function like reminding and posting are giggling i can understand that it s a developing app needs improvement keep it up,Positive,2,General positive
It's a good app I do use it alot but there are problems with it like if you put 2 or more reminders in a habit the notification won't work. And my other problem is with the premium. If you have money you can have better features and during these times you would prefer to save up. But the app is great I do recommend it.🌻,it s a good app i do use it alot but there are problems with it like if you put or more reminders in a habit the notification won t work and my other problem is with the premium if you have money you can have better features and during these times you would prefer to save up but the app is great i do recommend it,Positive,8,General task/app praise
Your app is very nice but please also available for Windows and Mac PC or maybe be chrome extension.,your app is very nice but please also available for windows and mac pc or maybe be chrome extension,Positive,2,General positive
It is better to have more choices In time repeat Like I want do some jobs in some days of week Wendsday sunday and monday,it is better to have more choices in time repeat like i want do some jobs in some days of week wendsday sunday and monday,Positive,5,Habit tracking
"I like the simplicity of this app, very easy to use casually. I especially like it doesn't require an online account like all the other data vacuums. I would like to see cloud storage integration, Dropbox, Drive, etc. Another thing that i would love which I hope others would agree is having a defer action on tasks/habits to defer the item to next day. I can edit the task and set the date as next day,but it would be a nice feature. Would pay extra on top of premium for these. Good work 👍",i like the simplicity of this app very easy to use casually i especially like it doesn t require an online account like all the other data vacuums i would like to see cloud storage integration dropbox drive etc another thing that i would love which i hope others would agree is having a defer action on tasks habits to defer the item to next day i can edit the task and set the date as next day but it would be a nice feature would pay extra on top of premium for these good work,Positive,8,General task/app praise
I was super happy to download this app but that I soon realized that you have to pay for an alarm so that you get notified for your to-do list,i was super happy to download this app but that i soon realized that you have to pay for an alarm so that you get notified for your to do list,Negative,4,Reminders & notifications
"I am 76 years old: So. when I say this is a flexible, expansive, yet intuitive app you can believe me.",i am years old so when i say this is a flexible expansive yet intuitive app you can believe me,Positive,2,General positive
I use it mainly for its widgets. ONE THING THOUGH: please fix the widgets so that the they show the current date and don't stay put on the previous day unless manually changed.,i use it mainly for its widgets one thing though please fix the widgets so that the they show the current date and don t stay put on the previous day unless manually changed,Neutral,11,Widget issues
Loved this app until I updated updated it. Gibberish on every day now. It is terrible. Like this on my phone and tablet!!!!! How do I fix. I depend on this planner!!!!!!!!!!!!!!!,loved this app until i updated updated it gibberish on every day now it is terrible like this on my phone and tablet how do i fix i depend on this planner,Negative,7,App stability & updates
The only schedule app I undrstood..easy to use,the only schedule app i undrstood easy to use,Positive,8,General task/app praise
"I've been using the app for quite a while, and it seems to work well with Google Calendar, showing my events for the day as claimed by the devs. While I have not experienced any issues and the widget is a must-have on my home screen, customisation options are very limited for free users. That's not a big deal, but I do wish we had at least a bit more.",i ve been using the app for quite a while and it seems to work well with google calendar showing my events for the day as claimed by the devs while i have not experienced any issues and the widget is a must have on my home screen customisation options are very limited for free users that s not a big deal but i do wish we had at least a bit more,Positive,10,Calendar integration
"Don't like it very much, but I think it's just not for me. It's very complex and deep with tasks and such (I could even set the percentage of fear for a task... What??) so I didn't get very far before I just said ""forget it"". My life is too busy for such complexity.",don t like it very much but i think it s just not for me it s very complex and deep with tasks and such i could even set the percentage of fear for a task what so i didn t get very far before i just said forget it my life is too busy for such complexity,Neutral,5,Habit tracking
"The widget doesn't work, it appears only few minutes and then it disappears so I need to add ot manually again",the widget doesn t work it appears only few minutes and then it disappears so i need to add ot manually again,Negative,11,Widget issues
I love this app and use it all the time. However the selection of trees are now unfortunately limited due to a recent update :( I was lucky enough to get some trees before the update however the way it was before used to motivate me to continue studying,i love this app and use it all the time however the selection of trees are now unfortunately limited due to a recent update i was lucky enough to get some trees before the update however the way it was before used to motivate me to continue studying,Neutral,7,App stability & updates
Absolutely hated it it was just weird,absolutely hated it it was just weird,Negative,3,Ease of use
Up to now it pretty much feeds my necesities.,up to now it pretty much feeds my necesities,Positive,3,Ease of use
"Mostly OK. Needs option to disallow delete of notifications. Only when the notification is Snoozed or marked as Completed should the notification be cleared. Also, once the notification is deleted there is no way to then go into the app and set a snooze time for the task to realert.",mostly ok needs option to disallow delete of notifications only when the notification is snoozed or marked as completed should the notification be cleared also once the notification is deleted there is no way to then go into the app and set a snooze time for the task to realert,Negative,4,Reminders & notifications
Use to love this app as I've had it for well over a year. Just recently it magically deleted all my appointments with no way of getting them back. Tried everything from resetting to reinstalling no resolution. I paid for the app so was a little disappointed that I have to look for another app and reenter all my appointments (20+ a day),use to love this app as i ve had it for well over a year just recently it magically deleted all my appointments with no way of getting them back tried everything from resetting to reinstalling no resolution i paid for the app so was a little disappointed that i have to look for another app and reenter all my appointments a day,Negative,7,App stability & updates
"Needlessly compicated for a to do list app. try to add a new item to your list and youll accidentally add a new list. try to swipe to switch between lists and youll remove an item from your list. What did you just remove? Hard to say, cant seem to find an undo option among the numerous other options.",needlessly compicated for a to do list app try to add a new item to your list and youll accidentally add a new list try to swipe to switch between lists and youll remove an item from your list what did you just remove hard to say cant seem to find an undo option among the numerous other options,Negative,0,Task management
"I'm giving this app 3 stars right off the bat because of ad walls, but heres why. I understand that app developers need to make money somehow, but there are multiple ways to do it and this is not the right choice for an app about PRODUCTIVITY. Productivity is about managing your TIME. When your developer makes you sit and watch an ad its a waste. It is immediately sending the message that they do not care about your time, and therefore they dont care about your productivity. Just your money.",i m giving this app stars right off the bat because of ad walls but heres why i understand that app developers need to make money somehow but there are multiple ways to do it and this is not the right choice for an app about productivity productivity is about managing your time when your developer makes you sit and watch an ad its a waste it is immediately sending the message that they do not care about your time and therefore they dont care about your productivity just your money,Neutral,6,Ads friction
"Notification sound not working, it didn't alarm.",notification sound not working it didn t alarm,Negative,4,Reminders & notifications
"Funciona bien, pero si le hacen falta cosas, tengo la versión premium, resulta que debería existir la opción de crear categorías (donde uno pueda seleccionar el ícono que más le convenga de la lista que ustedes dejen y poder asignarle el nombre de la categoría) por ejemplo: como sabemos, existe categoría denominada ""study"" pero no se puede configurar mas de ahí. Sería bueno poder crear categorías con el nombre de cada materia para tener un mejor control de lo que se HACE.",funciona bien pero si le hacen falta cosas tengo la versi n premium resulta que deber a existir la opci n de crear categor as donde uno pueda seleccionar el cono que m s le convenga de la lista que ustedes dejen y poder asignarle el nombre de la categor a por ejemplo como sabemos existe categor a denominada study pero no se puede configurar mas de ah ser a bueno poder crear categor as con el nombre de cada materia para tener un mejor control de lo que se hace,Positive,3,Ease of use
I do have a few problems but the app is fairly easy and I can keep up with everything quite well,i do have a few problems but the app is fairly easy and i can keep up with everything quite well,Neutral,7,App stability & updates
Rather new to the app to rate it higher than a 3 at this time. But I like the results it is helping me to achieve. I expect improved time management as I get the app's feature set up to serve me best. I sense I may rate it higher as I experience it benefits more. I do like using it better then Wunderlist.,rather new to the app to rate it higher than a at this time but i like the results it is helping me to achieve i expect improved time management as i get the app s feature set up to serve me best i sense i may rate it higher as i experience it benefits more i do like using it better then wunderlist,Neutral,8,General task/app praise
I have set a sound with the notifications but it does not work,i have set a sound with the notifications but it does not work,Negative,4,Reminders & notifications
"I have ADHD. Time management and planning are my worst nightmares. This app makes it so easy to SEE my schedule. The visual representation of the wheel makes it easier to make sense of how much time I have. It's also SO helpful to see how far I am into my day... I could go on. It's a great app and worth the premium price, but the free version is also fantastic.",i have adhd time management and planning are my worst nightmares this app makes it so easy to see my schedule the visual representation of the wheel makes it easier to make sense of how much time i have it s also so helpful to see how far i am into my day i could go on it s a great app and worth the premium price but the free version is also fantastic,Positive,8,General task/app praise
"I love this app and all my friends use it and compete against each other. This is a brilliant concept! however the app seems a bit buggy. I was in beta programme and then I was unable to send invites or buy certain items. I thought it's because of beta being unstable so I opted out of beta and reinstalled the app, still didn't fix the issue. I'm the party leader and the group isnset so that only I can start quests, still anyone starts a quest without me knowing and I don't face this on browser.",i love this app and all my friends use it and compete against each other this is a brilliant concept however the app seems a bit buggy i was in beta programme and then i was unable to send invites or buy certain items i thought it s because of beta being unstable so i opted out of beta and reinstalled the app still didn t fix the issue i m the party leader and the group isnset so that only i can start quests still anyone starts a quest without me knowing and i don t face this on browser,Positive,7,App stability & updates
I have an issue with the REPETITION function. Sometimes it doesn't appear. I'm using the paid version .,i have an issue with the repetition function sometimes it doesn t appear i m using the paid version,Neutral,9,Sync & login issues
"I downloaded this app to try for my task list but i see there're not many functions, choices of sounds, color labels... to make the task fun, dissapointed with the score i saw on Google Play. The worst point is this app forced me to pay for it without any awareness. I checked my Google play account before the trial end, i didn't see any Subscription plan from Any.do, but after the trial, it charged me yearly plan for this App. Bad way to trick people to pay for this app.",i downloaded this app to try for my task list but i see there re not many functions choices of sounds color labels to make the task fun dissapointed with the score i saw on google play the worst point is this app forced me to pay for it without any awareness i checked my google play account before the trial end i didn t see any subscription plan from any do but after the trial it charged me yearly plan for this app bad way to trick people to pay for this app,Negative,1,Premium / paywall friction
Good for both Track Habits and To Do List..,good for both track habits and to do list,Positive,5,Habit tracking
"Great app with widget some more. But i wish can add in ""all day event"". So that i can include daily task.",great app with widget some more but i wish can add in all day event so that i can include daily task,Positive,10,Calendar integration
so far the best planner app i ever come across. room for improvement i.e. to be accessible on PC as if some other app does.,so far the best planner app i ever come across room for improvement i e to be accessible on pc as if some other app does,Positive,8,General task/app praise
This site is most suitable for those who wanted to get a jobs from home Thanks a lot,this site is most suitable for those who wanted to get a jobs from home thanks a lot,Neutral,3,Ease of use
No easy way to import/export tasks in a compatible format (e.g. Google Tasks),no easy way to import export tasks in a compatible format e g google tasks,Negative,0,Task management
Good app was finding it useful but it's not made clear how you join the guilds or when your reg for a challenge has been ac epted no space to write diary so how do you know people actually were if there was a section for diary overall I found the app very confusing,good app was finding it useful but it s not made clear how you join the guilds or when your reg for a challenge has been ac epted no space to write diary so how do you know people actually were if there was a section for diary overall i found the app very confusing,Neutral,8,General task/app praise
"I love the app, 8have been usinfg it for quit a while now, the only thing I font like is that it only has a list option, though I wish to make a morning routine on it, please see this and fix it, thank you!",i love the app have been usinfg it for quit a while now the only thing i font like is that it only has a list option though i wish to make a morning routine on it please see this and fix it thank you,Positive,8,General task/app praise
"Looked at the reviews for a solution but The app dev just blames the phone (it's never the same phone) for causing the app not to work. I'm having the same problems of the alarm for a task not going off, not even a notification. Blaming the phone when you so it's not just one device is lazy.",looked at the reviews for a solution but the app dev just blames the phone it s never the same phone for causing the app not to work i m having the same problems of the alarm for a task not going off not even a notification blaming the phone when you so it s not just one device is lazy,Negative,4,Reminders & notifications
"One of the best productivity apps on the Play Store. I had recently purchased the app to customize the widget and colors but find it difficult because it could not load the existing wallpaper I am using, on the preview. It is also hard to try and mix different colors to see. It would be best to have the customization be seen real time rather than pick and see color. Thank you.",one of the best productivity apps on the play store i had recently purchased the app to customize the widget and colors but find it difficult because it could not load the existing wallpaper i am using on the preview it is also hard to try and mix different colors to see it would be best to have the customization be seen real time rather than pick and see color thank you,Positive,11,Widget issues
Best gamification app.,best gamification app,Positive,8,General task/app praise
"If I select ""sort by date"" I want it to be automatic. So I do not need to re-sort items if I mark task done or add new task.",if i select sort by date i want it to be automatic so i do not need to re sort items if i mark task done or add new task,Neutral,0,Task management
I'm experiencing issues with the reminder option. Whenever I set a reminder I get neither the notification or the popup which as a result makes me forget things. This issue wasn't there before. What can be done to solve this?,i m experiencing issues with the reminder option whenever i set a reminder i get neither the notification or the popup which as a result makes me forget things this issue wasn t there before what can be done to solve this,Negative,4,Reminders & notifications
"Love this app, Pro Version is definitely worth it. However... my referral code would NOT pull up, and I missed an oppurtunity to refer someone. Adding friends and creating a ""Room"" together is way too difficult, and I would also like to see the option to delete tags. Rather difficult to navigate app regarding all these things, but I am hopeful to see what modifications are brought forward.",love this app pro version is definitely worth it however my referral code would not pull up and i missed an oppurtunity to refer someone adding friends and creating a room together is way too difficult and i would also like to see the option to delete tags rather difficult to navigate app regarding all these things but i am hopeful to see what modifications are brought forward,Neutral,7,App stability & updates
It is a really helpful app. Thank you developers. I'd give it 5 stars if the notifications were somehow better than {overdue} 🤔. Maybe something more interactive [click here] &/or colorful.,it is a really helpful app thank you developers i d give it stars if the notifications were somehow better than overdue maybe something more interactive click here or colorful,Positive,4,Reminders & notifications
good so far. only used a few times may review later on.,good so far only used a few times may review later on,Neutral,3,Ease of use
"The feature of customization for repeating calendar/event function has disappeared. When attempting to modify, it used to asked, ""Do you want to delete all calendar/event in the series or delete this particular function?"" Except for grandfathered calendar functions, the feature of attempting to delete a particular calendar function/event no longer exists.",the feature of customization for repeating calendar event function has disappeared when attempting to modify it used to asked do you want to delete all calendar event in the series or delete this particular function except for grandfathered calendar functions the feature of attempting to delete a particular calendar function event no longer exists,Neutral,10,Calendar integration
"I love this app, but I do have one major gripe - I want an option to buy premium once (even at a higher price) and not as a monthly or yearly subscription. Edit - very unhappy with developer response to pricing. I want to buy premium for this great product they made, but it's NOT a service. This isn't Netflix. You're going to turn potential buyers away with this pricing model",i love this app but i do have one major gripe i want an option to buy premium once even at a higher price and not as a monthly or yearly subscription edit very unhappy with developer response to pricing i want to buy premium for this great product they made but it s not a service this isn t netflix you re going to turn potential buyers away with this pricing model,Negative,1,Premium / paywall friction
"It's completely broken, things don't show up, error codes from the very beginning, it's just broken",it s completely broken things don t show up error codes from the very beginning it s just broken,Negative,9,Sync & login issues
this app sucks,this app sucks,Negative,7,App stability & updates
"Não consigo mudar a linguagem, já fui nas opções e tudo mas sempre atualiza e fica no inglês.",n o consigo mudar a linguagem j fui nas op es e tudo mas sempre atualiza e fica no ingl s,Neutral,3,Ease of use
"I love this app. It's amazing and has made me a bit more productive with the few days I've had it. I just wish there was some sort of game that comes with it. I know it isn't the point of the app, but I feel like if some sort of game was added, there would be more incentive to do all your tasks. I know it's probably just me who has this issue, but a game really would add a lot to the app (even a tiny one).",i love this app it s amazing and has made me a bit more productive with the few days i ve had it i just wish there was some sort of game that comes with it i know it isn t the point of the app but i feel like if some sort of game was added there would be more incentive to do all your tasks i know it s probably just me who has this issue but a game really would add a lot to the app even a tiny one,Positive,8,General task/app praise
Won't refresh widget after Android 9.0 update,won t refresh widget after android update,Negative,11,Widget issues
"Nice visual to organize and follow schedule. I would like to add personal routines... exercise, time bonding with children...but this app does not promise this..",nice visual to organize and follow schedule i would like to add personal routines exercise time bonding with children but this app does not promise this,Positive,8,General task/app praise
"Love the idea but the app is so buggy and not too user friendly at points. First off, I can't change my character when creating an account because nothing pops up. It's just missing so I end up with a female characters. I have Galaxys10 and tried reinstalling app but nope, seems to be just a bug. Also, changing outfits just seems terrible to scroll through (the not user friendly part) The Good Idea is amazing! I really want this app to improve so I can incorporate this into my daily life.",love the idea but the app is so buggy and not too user friendly at points first off i can t change my character when creating an account because nothing pops up it s just missing so i end up with a female characters i have galaxys and tried reinstalling app but nope seems to be just a bug also changing outfits just seems terrible to scroll through the not user friendly part the good idea is amazing i really want this app to improve so i can incorporate this into my daily life,Neutral,7,App stability & updates
"the reason I chose this app but not the others is because of the way the reminder works , I considered the upgrade but it's expensive for me as a student and no one time payment, hope there'll be student discount",the reason i chose this app but not the others is because of the way the reminder works i considered the upgrade but it s expensive for me as a student and no one time payment hope there ll be student discount,Positive,8,General task/app praise
It's good. Can still be improved. Looking forward to it.,it s good can still be improved looking forward to it,Positive,3,Ease of use
Really frustrating that I can't have a unified My Day view for both my work and personal account. It's such a hassle switching accounts.,really frustrating that i can t have a unified my day view for both my work and personal account it s such a hassle switching accounts,Neutral,10,Calendar integration
